user_id,age,subscription_plan,monthly_watch_time_mins,country,favorite_genre,last_login_date,customer_support_tickets,days_since_last_login
10087,56.0,Estándar,922.8,Chile,Drama,2019-12-02,1.0,2406.0
10088,38.0,Estándar,839.5,Brasil,Acción,2023-12-28,1.0,919.0
10089,38.0,Básico,249.2,Argentina,Documental,2020-09-29,2.0,2104.0
10090,17.0,Premium,1311.3,Chile,Thriller,2019-11-01,0.0,2437.0
10091,34.0,Estándar,693.6,Uruguay,Comedia,2023-03-09,1.0,1213.0
10092,19.0,Básico,178.7,Perú,Drama,2022-04-04,1.0,1552.0
10093,29.0,Básico,210.9,Uruguay,Drama,2021-01-10,0.0,2001.0
10094,36.0,Estándar,861.4,Colombia,Acción,2025-03-06,1.0,485.0
10095,53.0,Básico,470.3,México,Romance,,2.0,
10096,19.0,Básico,19.1,Perú,Crimen,2024-03-31,0.0,825.0
10097,48.0,Básico,621.5,Colombia,Thriller,2020-06-18,0.0,2207.0
10098,29.0,Básico,0.0,Argentina,Crimen,2025-09-05,1.0,302.0
10099,38.0,Estándar,1377.0,Uruguay,Documental,2021-08-21,0.0,1778.0
10100,42.0,Estándar,757.4,México,Desconocido,2018-08-18,2.0,2877.0
10101,26.0,Básico,394.1,Colombia,Acción,2020-07-27,0.0,2168.0
10102,13.0,Premium,1369.1,Perú,Acción,2018-05-12,0.0,2975.0
10103,27.0,Básico,791.7,México,Acción,,2.0,
10104,45.0,Básico,306.2,Colombia,Thriller,2022-07-02,0.0,1463.0
10105,14.0,Básico,565.4,Chile,Acción,2021-01-01,0.0,2010.0
10106,20.0,Estándar,935.7,México,Documental,2018-09-29,0.0,2835.0
10107,23.0,Básico,426.9,Uruguay,Comedia,2020-05-14,0.0,2242.0
10108,26.0,Estándar,1093.3,Argentina,Drama,2024-05-12,1.0,783.0
10109,13.0,Premium,819.6,Colombia,Thriller,2021-07-12,1.0,1818.0
10110,36.0,Básico,578.6,México,Drama,2020-05-20,1.0,2236.0
10111,32.0,Estándar,886.4,Colombia,Thriller,2025-05-08,0.0,422.0
10112,38.0,Estándar,715.3,Chile,Acción,2023-08-07,0.0,1062.0
10113,30.0,Premium,1453.2,Perú,Acción,2022-06-09,2.0,1486.0
10114,57.0,Básico,44.6,Perú,Romance,2025-03-18,1.0,473.0
10115,36.0,Básico,60.2,México,Romance,,2.0,
10116,33.0,Estándar,1187.4,México,Thriller,2019-08-09,3.0,2521.0
10117,29.0,Estándar,713.9,Brasil,Documental,2020-12-20,1.0,2022.0
10118,13.0,Estándar,1066.3,Uruguay,Romance,2019-07-26,1.0,2535.0
10119,43.0,Estándar,554.9,Perú,Documental,2020-10-07,1.0,2096.0
10120,24.0,Básico,151.7,Chile,Acción,2024-04-18,0.0,807.0
10121,13.0,Estándar,656.4,Chile,Crimen,2024-01-17,0.0,899.0
10122,30.0,Estándar,709.2,México,Thriller,2020-12-12,0.0,2030.0
10123,26.0,Básico,966.6,México,Crimen,2024-07-22,0.0,712.0
10124,30.0,Básico,399.5,Uruguay,Acción,2022-10-21,1.0,1352.0
10125,21.0,Estándar,616.6,Perú,Drama,2024-07-18,1.0,716.0
10126,39.0,Básico,972.0,Uruguay,Drama,2022-06-24,2.0,1471.0
10127,44.0,Estándar,837.7,México,Thriller,2022-01-22,1.0,1624.0
10128,19.0,Básico,638.7,Argentina,Drama,2020-06-17,1.0,2208.0
10129,25.0,Estándar,640.4,Argentina,Thriller,2019-07-21,1.0,2540.0
10130,35.0,Básico,911.5,Perú,Drama,2023-09-19,0.0,1019.0
10131,17.0,Estándar,238.4,Colombia,Acción,2023-07-15,0.0,1085.0
10132,33.0,Estándar,676.1,Chile,Drama,2019-01-08,1.0,2734.0
10133,13.0,Básico,899.3,Colombia,Documental,2018-07-12,0.0,2914.0
10134,37.0,Premium,1068.5,Chile,Comedia,,2.0,
10135,30.0,Estándar,1177.8,México,Romance,2019-09-19,1.0,2480.0
10136,35.0,Básico,508.3,Argentina,Thriller,2025-01-14,0.0,536.0
10137,31.0,Estándar,730.1,Colombia,Documental,2019-10-18,2.0,2451.0
10138,13.0,Básico,261.8,Chile,Romance,,2.0,
10139,37.0,Estándar,1128.4,Argentina,Romance,2022-09-26,1.0,1377.0
10140,28.0,Básico,898.3,Uruguay,Crimen,2024-09-08,0.0,664.0
10141,26.0,Premium,1127.0,México,Thriller,2018-09-18,2.0,2846.0
10142,37.0,Estándar,862.3,Argentina,Comedia,2022-04-26,0.0,1530.0
10143,37.0,Estándar,302.7,Perú,Drama,2022-04-13,0.0,1543.0
10144,18.0,Básico,582.3,México,Acción,2024-09-06,1.0,666.0
10145,14.0,Estándar,1026.6,Argentina,Acción,2023-04-02,1.0,1189.0
10146,53.0,Estándar,1352.6,Perú,Comedia,2023-12-08,1.0,939.0
10147,38.0,Básico,0.0,Uruguay,Acción,2020-10-26,1.0,2077.0
10148,16.0,Básico,735.9,México,Thriller,,1.0,
10149,22.0,Estándar,1692.4,Colombia,Acción,2018-02-17,1.0,3059.0
10150,27.0,Estándar,889.0,Brasil,Documental,2025-08-18,0.0,320.0
10151,29.0,Básico,627.6,Argentina,Drama,2019-04-15,1.0,2637.0
10152,15.0,Premium,1021.9,Brasil,Thriller,2025-08-24,1.0,314.0
10153,13.0,Básico,916.1,México,Drama,2024-01-09,0.0,907.0
10154,33.0,Básico,748.6,Colombia,Documental,2020-12-28,2.0,2014.0
10155,44.0,Básico,696.9,Argentina,Thriller,,0.0,
10156,43.0,Básico,592.8,Brasil,Romance,2021-10-25,0.0,1713.0
10157,33.0,Premium,1368.1,Perú,Documental,2019-04-02,0.0,2650.0
10158,17.0,Básico,710.3,Chile,Documental,2021-04-17,1.0,1904.0
10159,30.0,Básico,593.2,Argentina,Thriller,2022-11-16,1.0,1326.0
10160,44.0,Estándar,940.6,Colombia,Comedia,,0.0,
10161,34.0,Premium,1491.0,México,Documental,2023-02-02,1.0,1248.0
10162,27.0,Estándar,1301.0,Argentina,Thriller,,2.0,
10163,52.0,Básico,382.7,México,Crimen,2020-12-14,0.0,2028.0
10164,21.0,Básico,213.7,Argentina,Drama,2023-08-13,1.0,1056.0
10165,31.0,Básico,267.4,México,Comedia,2020-01-02,1.0,2375.0
10166,37.0,Premium,1166.1,México,Acción,2023-09-11,1.0,1027.0
10167,35.0,Estándar,1007.6,Brasil,Acción,2019-03-12,0.0,2671.0
10168,27.0,Básico,358.3,México,Acción,2025-01-05,2.0,545.0
10169,64.0,Estándar,1000.3,México,Comedia,2021-05-07,1.0,1884.0
10170,60.0,Estándar,636.9,Argentina,Drama,,2.0,
10171,16.0,Estándar,620.9,México,Desconocido,2023-09-11,1.0,1027.0
10172,40.0,Estándar,785.8,Chile,Thriller,2024-10-30,0.0,612.0
10173,44.0,Estándar,545.8,Colombia,Crimen,2020-03-25,0.0,2292.0
10174,27.0,Premium,1221.6,Brasil,Acción,2019-09-19,2.0,2480.0
10175,42.0,Básico,1140.9,Colombia,Documental,2022-03-12,1.0,1575.0
10176,30.0,Básico,552.7,Brasil,Desconocido,2019-10-24,1.0,2445.0
10177,22.0,Premium,1340.2,Brasil,Comedia,2024-01-19,1.0,897.0
10178,36.0,Básico,501.2,Chile,Acción,,1.0,
10179,41.0,Básico,0.0,Chile,Thriller,2018-01-03,0.0,3104.0
10180,31.0,Básico,610.7,Perú,Comedia,2024-09-19,0.0,653.0
10181,29.0,Básico,904.4,Brasil,Crimen,2021-08-20,1.0,1779.0
10182,39.0,Estándar,656.8,Colombia,Drama,2023-06-25,0.0,1105.0
10183,58.0,Estándar,613.2,Uruguay,Romance,2018-03-21,0.0,3027.0
10184,28.0,Premium,1127.0,México,Comedia,2019-04-04,0.0,2648.0
10185,32.0,Premium,758.0,México,Crimen,2022-01-26,2.0,1620.0
10186,44.0,Estándar,691.7,Uruguay,Acción,2021-06-13,0.0,1847.0
10187,13.0,Básico,368.7,Colombia,Romance,2020-09-07,1.0,2126.0
10188,38.0,Estándar,1070.8,Uruguay,Documental,2018-08-26,1.0,2869.0
10189,38.0,Estándar,996.2,Colombia,Comedia,2020-09-13,2.0,2120.0
10190,48.0,Estándar,1007.2,Colombia,Romance,2024-05-12,0.0,783.0
10191,25.0,Básico,1126.3,Argentina,Thriller,2018-11-19,0.0,2784.0
10192,14.0,Estándar,1030.7,México,Crimen,2018-12-17,0.0,2756.0
10193,57.0,Básico,426.8,Perú,Romance,2023-06-14,2.0,1116.0
10194,33.0,Básico,820.7,Uruguay,Drama,2018-10-11,1.0,2823.0
10195,16.0,Básico,521.3,Chile,Thriller,2023-12-22,0.0,925.0
10196,46.0,Básico,579.3,Brasil,Thriller,2019-05-31,0.0,2591.0
10197,41.0,Premium,836.8,Chile,Romance,2019-06-10,2.0,2581.0
10198,36.0,Estándar,1131.7,Perú,Drama,2025-05-26,2.0,404.0
10199,27.0,Premium,1498.5,Perú,Documental,2023-05-01,2.0,1160.0
10200,58.0,Estándar,629.5,Chile,Acción,2024-03-01,0.0,855.0
10201,21.0,Estándar,680.6,Perú,Documental,2019-11-08,0.0,2430.0
10202,40.0,Estándar,210.8,Uruguay,Comedia,2020-12-21,0.0,2021.0
10203,29.0,Básico,98.2,Perú,Thriller,2023-12-02,0.0,945.0
10204,32.0,Premium,1310.9,Brasil,Thriller,2024-10-20,2.0,622.0
10205,45.0,Estándar,840.0,Chile,Crimen,2022-09-30,0.0,1373.0
10206,52.0,Estándar,1375.0,Perú,Comedia,2020-05-17,1.0,2239.0
10207,18.0,Estándar,354.4,Brasil,Romance,2024-01-18,0.0,898.0
10208,28.0,Estándar,1294.3,Chile,Thriller,2025-09-26,0.0,281.0
10209,13.0,Básico,671.1,Argentina,Acción,2020-04-03,0.0,2283.0
10210,53.0,Estándar,2872.1,Uruguay,Comedia,2025-12-30,0.0,186.0
10211,18.0,Básico,893.4,México,Crimen,2021-06-30,0.0,1830.0
10212,54.0,Básico,1042.0,Perú,Desconocido,2022-06-23,0.0,1472.0
10213,32.0,Básico,868.6,Brasil,Comedia,2025-07-14,1.0,355.0
10214,60.0,Premium,746.8,Argentina,Acción,2025-04-15,0.0,445.0
10215,30.0,Premium,1814.6,Uruguay,Thriller,2022-03-10,2.0,1577.0
10216,30.0,Básico,405.7,Argentina,Romance,2022-11-30,0.0,1312.0
10217,36.0,Estándar,563.7,Uruguay,Crimen,2023-10-21,1.0,987.0
10218,34.0,Básico,678.0,México,Comedia,2023-01-24,0.0,1257.0
10219,21.0,Básico,579.4,Uruguay,Comedia,2019-05-11,0.0,2611.0
10220,37.0,Básico,341.8,Brasil,Romance,2020-10-12,0.0,2091.0
10221,44.0,Premium,1308.6,Chile,Acción,2020-07-09,1.0,2186.0
10222,36.0,Básico,886.2,Argentina,Acción,2018-09-20,3.0,2844.0
10223,44.0,Básico,1130.9,Chile,Comedia,2021-10-16,1.0,1722.0
10224,29.0,Básico,616.0,México,Thriller,2018-03-28,3.0,3020.0
10225,43.0,Básico,424.7,Colombia,Acción,2024-08-06,1.0,697.0
10226,50.0,Estándar,1357.6,México,Thriller,2024-03-18,1.0,838.0
10227,13.0,Básico,1115.9,México,Documental,2020-07-31,0.0,2164.0
10228,49.0,Estándar,1073.3,Brasil,Comedia,2024-08-07,4.0,696.0
10229,35.0,Básico,172.0,Uruguay,Romance,2020-06-21,0.0,2204.0
10230,53.0,Estándar,954.0,México,Crimen,2018-01-30,1.0,3077.0
10231,35.0,Básico,671.6,Uruguay,Crimen,2018-10-18,1.0,2816.0
10232,38.0,Estándar,494.8,Colombia,Documental,2025-12-09,2.0,207.0
10233,37.0,Básico,396.6,Brasil,Thriller,2025-01-28,1.0,522.0
10234,27.0,Básico,714.3,Argentina,Comedia,2018-08-30,0.0,2865.0
10235,32.0,Básico,804.8,Colombia,Drama,2020-07-26,0.0,2169.0
10236,21.0,Básico,571.9,Colombia,Acción,2018-10-04,1.0,2830.0
10237,40.0,Básico,921.4,Argentina,Crimen,2018-05-09,2.0,2978.0
10238,23.0,Estándar,511.3,Uruguay,Thriller,2021-09-15,2.0,1753.0
10239,31.0,Básico,189.2,Argentina,Documental,2018-10-18,1.0,2816.0
10240,18.0,Básico,596.2,México,Thriller,2023-10-07,0.0,1001.0
10241,18.0,Estándar,1090.9,Argentina,Acción,2020-09-01,0.0,2132.0
10242,42.0,Estándar,354.1,Chile,Acción,2021-02-14,0.0,1966.0
10243,46.0,Estándar,4123.6,Colombia,Desconocido,,2.0,
10244,47.0,Básico,1099.0,Argentina,Documental,2023-06-12,0.0,1118.0
10245,21.0,Premium,1127.0,Uruguay,Desconocido,2020-05-27,0.0,2229.0
10246,17.0,Estándar,1113.7,México,Acción,2024-01-18,0.0,898.0
10247,17.0,Básico,489.5,Uruguay,Comedia,2019-06-26,0.0,2565.0
10248,33.0,Básico,586.3,Colombia,Thriller,2024-05-27,0.0,768.0
10249,35.0,Estándar,970.9,Perú,Comedia,2024-06-18,0.0,746.0
10250,53.0,Básico,451.8,Uruguay,Thriller,2023-04-21,1.0,1170.0
10251,24.0,Estándar,1102.6,Uruguay,Acción,2020-09-22,0.0,2111.0
10252,39.0,Estándar,957.4,Uruguay,Acción,2023-04-22,0.0,1169.0
10253,25.0,Básico,174.2,Chile,Documental,,0.0,
10254,49.0,Básico,562.5,Chile,Thriller,2020-02-19,1.0,2327.0
10255,38.0,Estándar,1298.7,Uruguay,Comedia,2019-01-22,1.0,2720.0
10256,60.0,Estándar,1067.8,Chile,Acción,2019-02-02,1.0,2709.0
10257,40.0,Básico,382.8,México,Comedia,2025-05-23,0.0,407.0
10258,42.0,Estándar,888.5,Brasil,Acción,2022-11-01,0.0,1341.0
10259,21.0,Premium,1246.6,Colombia,Crimen,2021-12-22,0.0,1655.0
10260,24.0,Estándar,962.5,Uruguay,Drama,2022-10-01,0.0,1372.0
10261,36.0,Premium,839.8,Uruguay,Comedia,2022-11-08,0.0,1334.0
10262,34.0,Básico,476.2,Perú,Documental,2023-03-28,1.0,1194.0
10263,33.0,Estándar,376.3,Perú,Romance,2018-08-10,1.0,2885.0
10264,26.0,Estándar,753.2,Uruguay,Drama,2025-07-21,2.0,348.0
10265,15.0,Estándar,1142.0,Uruguay,Acción,2025-04-30,0.0,430.0
10266,17.0,Básico,478.1,Uruguay,Acción,,3.0,
10267,27.0,Básico,0.0,Perú,Crimen,2019-02-08,1.0,2703.0
10268,16.0,Básico,608.7,Chile,Crimen,2018-09-06,3.0,2858.0
10269,35.0,Estándar,538.6,Uruguay,Romance,2022-07-08,0.0,1457.0
10270,42.0,Premium,753.7,Brasil,Thriller,2021-10-21,1.0,1717.0
10271,37.0,Premium,916.2,Chile,Thriller,2019-03-24,0.0,2659.0
10272,37.0,Básico,496.6,Brasil,Thriller,2020-10-15,1.0,2088.0
10273,37.0,Estándar,1105.8,Uruguay,Desconocido,2020-02-24,1.0,2322.0
10274,35.0,Estándar,1401.1,Brasil,Drama,2020-02-19,2.0,2327.0
10275,13.0,Estándar,909.4,Uruguay,Documental,,3.0,
10276,48.0,Premium,445.0,Chile,Acción,2023-01-12,0.0,1269.0
10277,45.0,Estándar,861.2,Argentina,Drama,2019-07-29,0.0,2532.0
10278,30.0,Estándar,769.7,Colombia,Drama,2022-09-25,1.0,1378.0
10279,26.0,Premium,1446.9,Colombia,Crimen,2020-01-22,1.0,2355.0
10280,40.0,Básico,893.2,Perú,Drama,2021-02-14,1.0,1966.0
10281,21.0,Básico,0.0,Argentina,Comedia,2023-03-10,1.0,1212.0
10282,31.0,Premium,1061.4,Brasil,Documental,2020-10-20,1.0,2083.0
10283,29.0,Estándar,1025.8,Brasil,Crimen,2018-11-05,0.0,2798.0
10284,18.0,Básico,624.9,Colombia,Acción,2022-12-21,2.0,1291.0
10285,32.0,Estándar,822.5,México,Comedia,2024-03-04,0.0,852.0
10286,48.0,Estándar,856.8,México,Crimen,2019-02-06,1.0,2705.0
10287,40.0,Estándar,286.6,Perú,Thriller,2018-07-27,2.0,2899.0
10288,30.0,Básico,543.7,Brasil,Documental,2025-04-25,1.0,435.0
10289,49.0,Básico,414.7,Chile,Crimen,2024-01-24,2.0,892.0
10290,48.0,Estándar,654.9,Colombia,Comedia,2018-03-02,1.0,3046.0
10291,24.0,Premium,1357.4,Argentina,Thriller,2019-01-18,0.0,2724.0
10292,28.0,Premium,887.5,Brasil,Comedia,2020-08-26,0.0,2138.0
10293,54.0,Premium,1022.1,México,Comedia,2019-11-13,0.0,2425.0
10294,54.0,Básico,309.7,Colombia,Acción,2022-07-23,0.0,1442.0
10295,27.0,Estándar,840.0,Brasil,Comedia,2023-06-13,1.0,1117.0
10296,53.0,Premium,1456.1,Perú,Thriller,2023-05-26,1.0,1135.0
10297,47.0,Estándar,642.2,Perú,Thriller,2020-05-25,1.0,2231.0
10298,28.0,Básico,266.5,Chile,Romance,2022-07-01,0.0,1464.0
10299,52.0,Premium,1351.9,Uruguay,Acción,2018-08-29,1.0,2866.0
10300,48.0,Básico,736.3,Colombia,Romance,2019-11-06,1.0,2432.0
10301,56.0,Básico,1043.8,Brasil,Comedia,,0.0,
10302,27.0,Estándar,1096.9,Brasil,Documental,,1.0,
10303,46.0,Premium,1087.6,Brasil,Thriller,,1.0,
10304,20.0,Básico,533.5,Perú,Romance,2020-12-22,1.0,2020.0
10305,44.0,Básico,799.0,Uruguay,Thriller,2023-02-07,0.0,1243.0
10306,43.0,Premium,1127.0,Colombia,Thriller,2021-03-14,0.0,1938.0
10307,44.0,Premium,928.3,Colombia,Romance,2022-09-29,1.0,1374.0
10308,33.0,Básico,310.9,Uruguay,Comedia,2025-10-24,1.0,253.0
10309,13.0,Básico,832.9,Perú,Romance,2024-03-26,0.0,830.0
10310,33.0,Estándar,877.9,Perú,Crimen,2025-06-04,0.0,395.0
10311,15.0,Estándar,680.7,Chile,Crimen,2023-06-17,0.0,1113.0
10312,20.0,Estándar,1031.5,México,Documental,,2.0,
10313,25.0,Premium,890.7,Perú,Drama,2020-02-17,1.0,2329.0
10314,39.0,Básico,771.8,Colombia,Drama,2021-04-30,1.0,1891.0
10315,21.0,Básico,0.0,Chile,Acción,2020-06-10,2.0,2215.0
10316,55.0,Estándar,519.0,Perú,Acción,2018-08-28,1.0,2867.0
10317,26.0,Básico,294.3,Perú,Thriller,2024-06-30,1.0,734.0
10318,37.0,Premium,1069.2,Uruguay,Acción,2024-01-30,0.0,886.0
10319,37.0,Estándar,839.8,Perú,Comedia,2018-09-07,0.0,2857.0
10320,44.0,Estándar,825.1,Uruguay,Documental,2021-07-08,0.0,1822.0
10321,46.0,Básico,711.7,México,Crimen,2018-08-23,1.0,2872.0
10322,13.0,Estándar,914.2,Uruguay,Crimen,2018-07-25,2.0,2901.0
10323,34.0,Básico,822.9,Uruguay,Acción,2024-07-20,1.0,714.0
10324,33.0,Básico,420.8,Brasil,Thriller,2023-05-07,1.0,1154.0
10325,23.0,Premium,1127.0,Brasil,Romance,2023-08-22,0.0,1047.0
10326,22.0,Premium,1525.6,Chile,Romance,2023-12-16,1.0,931.0
10327,26.0,Básico,638.7,Uruguay,Comedia,2019-10-07,0.0,2462.0
10328,37.0,Básico,526.0,Argentina,Thriller,2018-08-21,1.0,2874.0
10329,37.0,Básico,784.3,Chile,Acción,2023-09-12,1.0,1026.0
10330,40.0,Premium,881.2,Colombia,Drama,2018-11-25,0.0,2778.0
10331,29.0,Estándar,554.8,Chile,Documental,2020-02-01,1.0,2345.0
10332,45.0,Estándar,711.9,Perú,Documental,2018-10-08,1.0,2826.0
10333,19.0,Estándar,1230.1,Uruguay,Romance,2024-09-03,0.0,669.0
10334,29.0,Premium,1317.8,Perú,Romance,2018-10-06,0.0,2828.0
10335,29.0,Básico,688.5,Brasil,Documental,2025-07-28,1.0,341.0
10336,38.0,Básico,620.4,Argentina,Documental,2020-08-21,0.0,2143.0
10337,37.0,Premium,1388.9,México,Romance,2022-07-12,0.0,1453.0
10338,15.0,Básico,93.0,Brasil,Acción,2019-05-07,0.0,2615.0
10339,27.0,Estándar,821.0,Chile,Acción,2024-05-22,0.0,773.0
10340,28.0,Premium,1390.2,Chile,Documental,2020-10-05,1.0,2098.0
10341,44.0,Básico,381.4,Perú,Thriller,2024-06-29,0.0,735.0
10342,38.0,Básico,3640.0,Colombia,Drama,2024-09-01,0.0,671.0
10343,13.0,Estándar,755.2,México,Drama,2018-06-12,0.0,2944.0
10344,45.0,Premium,1127.0,Perú,Romance,2024-12-11,0.0,570.0
10345,42.0,Básico,342.2,México,Desconocido,2018-12-02,2.0,2771.0
10346,22.0,Básico,626.3,Brasil,Drama,2022-09-14,3.0,1389.0
10347,13.0,Básico,766.9,Uruguay,Acción,2025-05-16,2.0,414.0
10348,59.0,Estándar,493.8,Uruguay,Drama,2024-07-18,1.0,716.0
10349,22.0,Básico,559.7,Brasil,Documental,2024-05-04,2.0,791.0
